Name,VRM_Category__c,VRM_SubCategory__c,VRM_Failure_Resolution_Code__c,WOD_2__Status__c,VRM_External_Id__c
FaultCode1116,Span Accessories,Truss Components,Other -- Fill in Comments-Replace Component-1hr,Active,Span Accessories-Truss Components-Other - Fill in Comments-Replace Component-1hr
FaultCode1117,Span Accessories,Truss Components,Part Dimensions Incorrect-Replace Component-1hr,Active,Span Accessories-Truss Components-Part Dimensions Incorrect-Replace Component-1hr
FaultCode1118,Span Accessories,Truss Components,Shipment Damage-Replace Component-0hr,Active,Span Accessories-Truss Components-Shipment Damage-Replace Component-0hr
FaultCode1119,Span Accessories,Truss Components,Mis-manufactured-Replace Component-1hr,Active,Span Accessories-Truss Components-Mis-manufactured-Replace Component-1hr
FaultCode1120,Span Accessories,Weldment Options,Other -- Fill in Comments-Replace Component-1hr,Active,Span Accessories-Weldment Options-Other - Fill in Comments-Replace Component-1hr
FaultCode1121,Span Accessories,Weldment Options,Shipment Damage-Replace Component-0hr,Active,Span Accessories-Weldment Options-Shipment Damage-Replace Component-0hr
FaultCode1122,Span Accessories,Weldment Options,Mis-manufactured-Replace Component-1hr,Active,Span Accessories-Weldment Options-Mis-manufactured-Replace Component-1hr
FaultCode1123,Span Accessories,Weldment Options,Part Dimensions Incorrect-Replace Component-1hr,Active,Span Accessories-Weldment Options-Part Dimensions Incorrect-Replace Component-1hr
FaultCode1124,Sprinklers,Boombacks,Other -- Fill in Comments-Replace Component-1hr,Active,Sprinklers-Boombacks-Other - Fill in Comments-Replace Component-1hr
FaultCode1125,Sprinklers,Boombacks,Shipment Damage-Replace Component-0hr,Active,Sprinklers-Boombacks-Shipment Damage-Replace Component-0hr
FaultCode1126,Sprinklers,Boombacks,Mis-manufactured-Replace Component-1hr,Active,Sprinklers-Boombacks-Mis-manufactured-Replace Component-1hr
FaultCode1127,Sprinklers,Boombacks,Part Dimensions Incorrect-Replace Component-1hr,Active,Sprinklers-Boombacks-Part Dimensions Incorrect-Replace Component-1hr
FaultCode1128,Sprinklers,Drop Options,Finish Appearance Faulty-Replace Component-1hr,Active,Sprinklers-Drop Options-Finish Appearance Faulty-Replace Component-1hr
FaultCode1129,Sprinklers,Drop Options,Galvanizing Bare Spots-Replace Component-1hr,Active,Sprinklers-Drop Options-Galvanizing Bare Spots-Replace Component-1hr
FaultCode1130,Sprinklers,Drop Options,Mis-manufactured-Replace Component-1hr,Active,Sprinklers-Drop Options-Mis-manufactured-Replace Component-1hr
FaultCode1131,Sprinklers,Drop Options,Other -- Fill in Comments-Replace Component-1hr,Active,Sprinklers-Drop Options-Other - Fill in Comments-Replace Component-1hr
FaultCode1132,Sprinklers,Drop Options,Part Dimensions Incorrect-Replace Component-1hr,Active,Sprinklers-Drop Options-Part Dimensions Incorrect-Replace Component-1hr
FaultCode1133,Sprinklers,Drop Options,Shipment Damage-Replace Component-0hr,Active,Sprinklers-Drop Options-Shipment Damage-Replace Component-0hr
FaultCode1134,Sprinklers,Drop Options,Threads Mismanufactured-Replace Component-1hr,Active,Sprinklers-Drop Options-Threads Mismanufactured-Replace Component-1hr
FaultCode1135,Sprinklers,End Guns,Won't close-Replace Component-1hr,Active,Sprinklers-End Guns-Won't close-Replace Component-1hr
FaultCode1136,Sprinklers,End Guns,Other -- Fill in Comments-Replace Component-1hr,Active,Sprinklers-End Guns-Other - Fill in Comments-Replace Component-1hr
FaultCode1137,Sprinklers,End Guns,Shipment Damage-Replace Component-0hr,Active,Sprinklers-End Guns-Shipment Damage-Replace Component-0hr
FaultCode1138,Sprinklers,End Guns,Will Not Rotate-Replace Component-1hr,Active,Sprinklers-End Guns-Will Not Rotate-Replace Component-1hr
FaultCode1139,Sprinklers,End Guns,Mis-manufactured-Replace Component-1hr,Active,Sprinklers-End Guns-Mis-manufactured-Replace Component-1hr
FaultCode1140,Sprinklers,Impact Sprinklers,Coil Failure-Replace Component-1hr,Active,Sprinklers-Impact Sprinklers-Coil Failure-Replace Component-1hr
FaultCode1141,Sprinklers,Impact Sprinklers,Finish Appearance Faulty-Replace Component-1hr,Active,Sprinklers-Impact Sprinklers-Finish Appearance Faulty-Replace Component-1hr
FaultCode1142,Sprinklers,Impact Sprinklers,Galvanizing Bare Spots-Replace Component-1hr,Active,Sprinklers-Impact Sprinklers-Galvanizing Bare Spots-Replace Component-1hr
FaultCode1143,Sprinklers,Impact Sprinklers,Leaking-Replace Component-1hr,Active,Sprinklers-Impact Sprinklers-Leaking-Replace Component-1hr
FaultCode1144,Sprinklers,Impact Sprinklers,Mis-manufactured-Replace Component-1hr,Active,Sprinklers-Impact Sprinklers-Mis-manufactured-Replace Component-1hr
FaultCode1145,Sprinklers,Impact Sprinklers,Other -- Fill in Comments-Replace Component-1hr,Active,Sprinklers-Impact Sprinklers-Other - Fill in Comments-Replace Component-1hr
FaultCode1146,Sprinklers,Impact Sprinklers,Part Dimensions Incorrect-Replace Component-1hr,Active,Sprinklers-Impact Sprinklers-Part Dimensions Incorrect-Replace Component-1hr
FaultCode1147,Sprinklers,Impact Sprinklers,Shipment Damage-Replace Component-0hr,Active,Sprinklers-Impact Sprinklers-Shipment Damage-Replace Component-0hr
FaultCode1148,Sprinklers,Impact Sprinklers,Threads Mismanufactured-Replace Component-1hr,Active,Sprinklers-Impact Sprinklers-Threads Mismanufactured-Replace Component-1hr
FaultCode1149,Sprinklers,Impact Sprinklers,Won't close-Replace Component-1hr,Active,Sprinklers-Impact Sprinklers-Won't close-Replace Component-1hr
FaultCode1150,Sprinklers,Rotating Sprays,Coil Failure-Replace Component-1hr,Active,Sprinklers-Rotating Sprays-Coil Failure-Replace Component-1hr
FaultCode1151,Sprinklers,Rotating Sprays,Finish Appearance Faulty-Replace Component-1hr,Active,Sprinklers-Rotating Sprays-Finish Appearance Faulty-Replace Component-1hr
FaultCode1152,Sprinklers,Rotating Sprays,Galvanizing Bare Spots-Replace Component-1hr,Active,Sprinklers-Rotating Sprays-Galvanizing Bare Spots-Replace Component-1hr
FaultCode1153,Sprinklers,Rotating Sprays,Leaking-Replace Component-1hr,Active,Sprinklers-Rotating Sprays-Leaking-Replace Component-1hr
FaultCode1154,Sprinklers,Rotating Sprays,Mis-manufactured-Replace Component-1hr,Active,Sprinklers-Rotating Sprays-Mis-manufactured-Replace Component-1hr
FaultCode1155,Sprinklers,Rotating Sprays,Other -- Fill in Comments-Replace Component-1hr,Active,Sprinklers-Rotating Sprays-Other - Fill in Comments-Replace Component-1hr
FaultCode1156,Sprinklers,Rotating Sprays,Part Dimensions Incorrect-Replace Component-1hr,Active,Sprinklers-Rotating Sprays-Part Dimensions Incorrect-Replace Component-1hr
FaultCode1157,Sprinklers,Rotating Sprays,Shipment Damage-Replace Component-0hr,Active,Sprinklers-Rotating Sprays-Shipment Damage-Replace Component-0hr
FaultCode1158,Sprinklers,Rotating Sprays,Threads Mismanufactured-Replace Component-1hr,Active,Sprinklers-Rotating Sprays-Threads Mismanufactured-Replace Component-1hr
FaultCode1159,Sprinklers,Rotating Sprays,Won't close-Replace Component-1hr,Active,Sprinklers-Rotating Sprays-Won't close-Replace Component-1hr
FaultCode1160,Sprinklers,Sprinkler Fittings,Coil Failure-Replace Component-1hr,Active,Sprinklers-Sprinkler Fittings-Coil Failure-Replace Component-1hr
FaultCode1161,Sprinklers,Sprinkler Fittings,Finish Appearance Faulty-Replace Component-1hr,Active,Sprinklers-Sprinkler Fittings-Finish Appearance Faulty-Replace Component-1hr
FaultCode1162,Sprinklers,Sprinkler Fittings,Galvanizing Bare Spots-Replace Component-1hr,Active,Sprinklers-Sprinkler Fittings-Galvanizing Bare Spots-Replace Component-1hr
FaultCode1163,Sprinklers,Sprinkler Fittings,Leaking-Replace Component-1hr,Active,Sprinklers-Sprinkler Fittings-Leaking-Replace Component-1hr
FaultCode1164,Sprinklers,Sprinkler Fittings,Mis-manufactured-Replace Component-1hr,Active,Sprinklers-Sprinkler Fittings-Mis-manufactured-Replace Component-1hr
FaultCode1165,Sprinklers,Sprinkler Fittings,Other -- Fill in Comments-Replace Component-1hr,Active,Sprinklers-Sprinkler Fittings-Other - Fill in Comments-Replace Component-1hr
FaultCode1166,Sprinklers,Sprinkler Fittings,Part Dimensions Incorrect-Replace Component-1hr,Active,Sprinklers-Sprinkler Fittings-Part Dimensions Incorrect-Replace Component-1hr
FaultCode1167,Sprinklers,Sprinkler Fittings,Shipment Damage-Replace Component-0hr,Active,Sprinklers-Sprinkler Fittings-Shipment Damage-Replace Component-0hr
FaultCode1168,Sprinklers,Sprinkler Fittings,Threads Mismanufactured-Replace Component-1hr,Active,Sprinklers-Sprinkler Fittings-Threads Mismanufactured-Replace Component-1hr
FaultCode1169,Sprinklers,Sprinkler Fittings,Won't close-Replace Component-1hr,Active,Sprinklers-Sprinkler Fittings-Won't close-Replace Component-1hr
FaultCode1170,Sprinklers,Sprinkler Gauges,Coil Failure-Replace Component-1hr,Active,Sprinklers-Sprinkler Gauges-Coil Failure-Replace Component-1hr
FaultCode1171,Sprinklers,Sprinkler Gauges,Finish Appearance Faulty-Replace Component-1hr,Active,Sprinklers-Sprinkler Gauges-Finish Appearance Faulty-Replace Component-1hr
FaultCode1172,Sprinklers,Sprinkler Gauges,Galvanizing Bare Spots-Replace Component-1hr,Active,Sprinklers-Sprinkler Gauges-Galvanizing Bare Spots-Replace Component-1hr
FaultCode1173,Sprinklers,Sprinkler Gauges,Leaking-Replace Component-1hr,Active,Sprinklers-Sprinkler Gauges-Leaking-Replace Component-1hr
FaultCode1174,Sprinklers,Sprinkler Gauges,Mis-manufactured-Replace Component-1hr,Active,Sprinklers-Sprinkler Gauges-Mis-manufactured-Replace Component-1hr
FaultCode1175,Sprinklers,Sprinkler Gauges,Other -- Fill in Comments-Replace Component-1hr,Active,Sprinklers-Sprinkler Gauges-Other - Fill in Comments-Replace Component-1hr
FaultCode1176,Sprinklers,Sprinkler Gauges,Part Dimensions Incorrect-Replace Component-1hr,Active,Sprinklers-Sprinkler Gauges-Part Dimensions Incorrect-Replace Component-1hr
FaultCode1177,Sprinklers,Sprinkler Gauges,Shipment Damage-Replace Component-0hr,Active,Sprinklers-Sprinkler Gauges-Shipment Damage-Replace Component-0hr
FaultCode1178,Sprinklers,Sprinkler Gauges,Threads Mismanufactured-Replace Component-1hr,Active,Sprinklers-Sprinkler Gauges-Threads Mismanufactured-Replace Component-1hr
FaultCode1179,Sprinklers,Sprinkler Gauges,Won't close-Replace Component-1hr,Active,Sprinklers-Sprinkler Gauges-Won't close-Replace Component-1hr
FaultCode1180,Sprinklers,Sprinkler Nozzles,Coil Failure-Replace Component-1hr,Active,Sprinklers-Sprinkler Nozzles-Coil Failure-Replace Component-1hr
FaultCode1181,Sprinklers,Sprinkler Nozzles,Finish Appearance Faulty-Replace Component-1hr,Active,Sprinklers-Sprinkler Nozzles-Finish Appearance Faulty-Replace Component-1hr
FaultCode1182,Sprinklers,Sprinkler Nozzles,Galvanizing Bare Spots-Replace Component-1hr,Active,Sprinklers-Sprinkler Nozzles-Galvanizing Bare Spots-Replace Component-1hr
FaultCode1183,Sprinklers,Sprinkler Nozzles,Leaking-Replace Component-1hr,Active,Sprinklers-Sprinkler Nozzles-Leaking-Replace Component-1hr
FaultCode1184,Sprinklers,Sprinkler Nozzles,Mis-manufactured-Replace Component-1hr,Active,Sprinklers-Sprinkler Nozzles-Mis-manufactured-Replace Component-1hr
FaultCode1185,Sprinklers,Sprinkler Nozzles,Other -- Fill in Comments-Replace Component-1hr,Active,Sprinklers-Sprinkler Nozzles-Other - Fill in Comments-Replace Component-1hr
FaultCode1186,Sprinklers,Sprinkler Nozzles,Part Dimensions Incorrect-Replace Component-1hr,Active,Sprinklers-Sprinkler Nozzles-Part Dimensions Incorrect-Replace Component-1hr
FaultCode1187,Sprinklers,Sprinkler Nozzles,Shipment Damage-Replace Component-0hr,Active,Sprinklers-Sprinkler Nozzles-Shipment Damage-Replace Component-0hr
FaultCode1188,Sprinklers,Sprinkler Nozzles,Threads Mismanufactured-Replace Component-1hr,Active,Sprinklers-Sprinkler Nozzles-Threads Mismanufactured-Replace Component-1hr
FaultCode1189,Sprinklers,Sprinkler Nozzles,Won't close-Replace Component-1hr,Active,Sprinklers-Sprinkler Nozzles-Won't close-Replace Component-1hr
FaultCode1190,Sprinklers,Sprinkler Regulators,Coil Failure-Replace Component-1hr,Active,Sprinklers-Sprinkler Regulators-Coil Failure-Replace Component-1hr
FaultCode1191,Sprinklers,Sprinkler Regulators,Finish Appearance Faulty-Replace Component-1hr,Active,Sprinklers-Sprinkler Regulators-Finish Appearance Faulty-Replace Component-1hr
FaultCode1192,Sprinklers,Sprinkler Regulators,Galvanizing Bare Spots-Replace Component-1hr,Active,Sprinklers-Sprinkler Regulators-Galvanizing Bare Spots-Replace Component-1hr
FaultCode1193,Sprinklers,Sprinkler Regulators,Leaking-Replace Component-1hr,Active,Sprinklers-Sprinkler Regulators-Leaking-Replace Component-1hr
FaultCode1194,Sprinklers,Sprinkler Regulators,Mis-manufactured-Replace Component-1hr,Active,Sprinklers-Sprinkler Regulators-Mis-manufactured-Replace Component-1hr
FaultCode1195,Sprinklers,Sprinkler Regulators,Other -- Fill in Comments-Replace Component-1hr,Active,Sprinklers-Sprinkler Regulators-Other - Fill in Comments-Replace Component-1hr
FaultCode1196,Sprinklers,Sprinkler Regulators,Part Dimensions Incorrect-Replace Component-1hr,Active,Sprinklers-Sprinkler Regulators-Part Dimensions Incorrect-Replace Component-1hr
FaultCode1197,Sprinklers,Sprinkler Regulators,Shipment Damage-Replace Component-0hr,Active,Sprinklers-Sprinkler Regulators-Shipment Damage-Replace Component-0hr
FaultCode1198,Sprinklers,Sprinkler Regulators,Threads Mismanufactured-Replace Component-1hr,Active,Sprinklers-Sprinkler Regulators-Threads Mismanufactured-Replace Component-1hr
FaultCode1199,Sprinklers,Sprinkler Regulators,Won't close-Replace Component-1hr,Active,Sprinklers-Sprinkler Regulators-Won't close-Replace Component-1hr
FaultCode1200,Sprinklers,Sprinkler Repair,Coil Failure-Replace Component-1hr,Active,Sprinklers-Sprinkler Repair-Coil Failure-Replace Component-1hr
FaultCode1201,Sprinklers,Sprinkler Repair,Finish Appearance Faulty-Replace Component-1hr,Active,Sprinklers-Sprinkler Repair-Finish Appearance Faulty-Replace Component-1hr
FaultCode1202,Sprinklers,Sprinkler Repair,Galvanizing Bare Spots-Replace Component-1hr,Active,Sprinklers-Sprinkler Repair-Galvanizing Bare Spots-Replace Component-1hr
FaultCode1203,Sprinklers,Sprinkler Repair,Leaking-Replace Component-1hr,Active,Sprinklers-Sprinkler Repair-Leaking-Replace Component-1hr
FaultCode1204,Sprinklers,Sprinkler Repair,Mis-manufactured-Replace Component-1hr,Active,Sprinklers-Sprinkler Repair-Mis-manufactured-Replace Component-1hr
FaultCode1205,Sprinklers,Sprinkler Repair,Other -- Fill in Comments-Replace Component-1hr,Active,Sprinklers-Sprinkler Repair-Other - Fill in Comments-Replace Component-1hr
FaultCode1206,Sprinklers,Sprinkler Repair,Part Dimensions Incorrect-Replace Component-1hr,Active,Sprinklers-Sprinkler Repair-Part Dimensions Incorrect-Replace Component-1hr
FaultCode1207,Sprinklers,Sprinkler Repair,Shipment Damage-Replace Component-0hr,Active,Sprinklers-Sprinkler Repair-Shipment Damage-Replace Component-0hr
FaultCode1208,Sprinklers,Sprinkler Repair,Threads Mismanufactured-Replace Component-1hr,Active,Sprinklers-Sprinkler Repair-Threads Mismanufactured-Replace Component-1hr
FaultCode1209,Sprinklers,Sprinkler Repair,Won't close-Replace Component-1hr,Active,Sprinklers-Sprinkler Repair-Won't close-Replace Component-1hr
FaultCode1210,Sprinklers,U-Pipes,Finish Appearance Faulty-Replace Component-1hr,Active,Sprinklers-U-Pipes-Finish Appearance Faulty-Replace Component-1hr
FaultCode1211,Sprinklers,U-Pipes,Galvanizing Bare Spots-Replace Component-1hr,Active,Sprinklers-U-Pipes-Galvanizing Bare Spots-Replace Component-1hr
FaultCode1212,Sprinklers,U-Pipes,Other -- Fill in Comments-Replace Component-1hr,Active,Sprinklers-U-Pipes-Other - Fill in Comments-Replace Component-1hr
FaultCode1213,Sprinklers,U-Pipes,Part Dimensions Incorrect-Replace Component-1hr,Active,Sprinklers-U-Pipes-Part Dimensions Incorrect-Replace Component-1hr
FaultCode1214,Sprinklers,U-Pipes,Shipment Damage-Replace Component-0hr,Active,Sprinklers-U-Pipes-Shipment Damage-Replace Component-0hr
FaultCode1215,Sprinklers,U-Pipes,Threads Mismanufactured-Replace Component-1hr,Active,Sprinklers-U-Pipes-Threads Mismanufactured-Replace Component-1hr
FaultCode1216,Sprinklers,Valves,Coil Failure-Replace Component-1hr,Active,Sprinklers-Valves-Coil Failure-Replace Component-1hr
FaultCode1217,Sprinklers,Valves,Finish Appearance Faulty-Replace Component-1hr,Active,Sprinklers-Valves-Finish Appearance Faulty-Replace Component-1hr
FaultCode1218,Sprinklers,Valves,Galvanizing Bare Spots-Replace Component-1hr,Active,Sprinklers-Valves-Galvanizing Bare Spots-Replace Component-1hr
FaultCode1219,Sprinklers,Valves,Leaking-Replace Component-1hr,Active,Sprinklers-Valves-Leaking-Replace Component-1hr
